ENGLISH_NAME,KOREAN_NAME,IATA_CODE,ICAO_CODE
Mysore Airport,마이소르 공항,MYQ,VOMY
Nal Air Force Base,날 공군기지,BKN,VIBK
Nanded Airport,난데드 공항,NDC,VAND
Netaji Subhas Chandra Airport,네타지 쉽하스 챤드라 공항,CCU,VECC
Neyvafli Airport,니벨리 공항,NVY,VONV
Panagarh Air Force Base,파나가흐 공군기지,,VEPH
Pant Nagar Airport (Pantnagar Airport),판트니가르 공항,PGH,VIPT
Pasighat Airport (Passighat),파씨갓 공항,IXT,VEPG
Pathankot Airport (formerly Pathankot Air Force Base),패단콧 공군기지,IXP,VIPK
Peelamedu Airport,필라메두 공항,CJB,VOCB
Phalodi Air Force Base,팔로디 공군기지,,
Pondicherry Airport,퐁디셰리 공항,PNY,VOPC
Porbandar Airport,포르반다르 공항,PBD,VAPR
Purnea Airport,푸르니아 공항,,VEPU
Puttaprathe Airport,푸타파티 공항,PUT,
Raipur Airport,라이푸르 공항,RPR,VARP
Raja Sansi Airport,라자 산시 공항,ATQ,VIAR
Rajahmundry Airport,라자문드리 공항,RJA,VORY
Rajkot Civil Airport,라지코트 시빌 공항,RAJ,VARK
Ramagundam Airport,라마군담 공항,,VORG
Ratnagiri Airport,라트나지리 공항,RTC,VARG
Raxaul Airport,락사울 공항,,VERL
Rourkela Airport,루켈라 공항,RRK,VERK
Rowriah Airport,로우리앗 공항,JRH,VEJT
Rudra Mata Airport,룬드라 마타 공항,BHJ,VABJ
Rupsi Airport,럽시 공항,,VERU
Safdarjung Air Force Station,샤프다르중 공군기지,,VIDD
Sahnewal Airport,사네왈 공항,LUH,VILD
Salem Airport,세일럼 공항,SXV,VOSM
Sambre Airport,삼브르 공항,IXG,VABM
Sanganeer Airport,상그니어 공항,JAI,VIJP
Sardar Vallabhbhai Patel International Airport,사다르 발랍하이 파텔 국제공항 ( 아메다바드 ),AMD,VAAH
Satna Airport,사트나 공항,TNI,VIST
Satwari Airport,사트와리 공항,IXJ,VIJU
Shillong Airport (Barapani Airport),실롱 공항,SHL,VEBI
Shimla Airport,심라 공항,SLV,VISM
Sholapur Airport,솔라푸르 공항,SSE,VASL
Singerbhil Airport,싱거힐 공항,IXA,VEAT
Sirsa Air Force Base,시스사 공군기지,,VIAX
Sonari Airport,소나리 공항,IXW,VEJS
Dr. Ambedkar International Airport (fomer Sonegaon ),암베드카 국제공항 (구>소네가온),NAG,VANP
Sri Sathya Sai Airport,스리 사티야 사이 공항,PUT,VOPN
Srinagar Air Force Base,스리나가르 공군기지,SXR,VISR
Sulur Air Force Base,쉴루르 공군기지,,VOSX
Surat Airport,수라트 공항,STV,VASU
Tambaram Air Force Base,탐버람 공군기지,,VOTX
Tanjore Air Force Base,탄조레 공군기지,TJV,VOTJ
Tezpur Airport (Salonibari Airport) (formerly Tezpur Air Force Base),테즈퍼 공항 (살로니바리 공항) (구> 테즈퍼 공군기지),TEZ,VETZ
Thiruvananthapuram International Airport,트리반드럼 국제공항,TRV,VOTV
Tiruchirapalli Civil Airport,티룬치라팔리 시빌 공항,TRZ,VOTR
Tirupati Airport,티루파티 공항,TIR,VOTP
Turial Air Force Base,투리알 공군기지,AJL,VEAZ
Maharana Pratap Airport (former Udaipur),마하나라 프라탑 공항 (구> 우디퍼 ),UDR,VAUD
Udhampur Air Force Base,우담푸르 공군기지,,VIUX
Uttarlai Airport,우탈라이 공항,,VIUT
Vadodara Airport / Vadodara Air Force Base,바도다라 공항 (공군기지),BDQ,VABO
Lai Bahadur Shastri Airprot (fomer Varanasi ),라이 바하두르 샤스트리 공항 (구>바라나시,VNS,VIBN
Vijayawada Airport,비쟈와와다 공항,VGA,VOBZ
Veer Savarkar Airport (Port Blair Airport),버 사바카르 ( 포트블레어) 공항,IXZ,VOPB
Visakhapatnam Airport,비샤카파트남 공항,VTZ,VEVZ
Warangal Airport,와랑갈 공항,WGC,VOWA
Yelahanka Air Force Station,얄라행카 공군기지,YLK,VO  
Zero Airport,제로 공항,ZER,VEZO
Bengaluru International Airport,벵갈루루 국제공항,BLR,VOBL
Abdul Rachman Saleh Airport,압둘 라흐만 살레 공항,MLG,WARA
Abresso Airport,아브레소 공항,RSK,WASC
Achmad Yani Airport,아츠마드 야니 공항,SRG,WARS
Adisumarmo International Airport,아디 수마르모 국제공항,SOC,WARQ
Adisutjipto Airport,아디숫집토 공항,JOG,WARJ
Aek Godang Airport,아엑 고당 공항,AEG,WIME
Amahai Airport,아마하이 공항,AHI,WAPA
Andi Jemma Airport,안디 제마 공항,MXB,WAWM
Arso Airport,아르소 공항,ARJ,WAJA
Babo Airport,바보 공항,BXB,WASO
Babullah Airport,바둘라 공항,TTE,WAMT
Bade Airport,베이드 공항,BXD,WAKE
Batulicin Airport,바투리신 공항,BTW,WRBC
Betoambari Airport,베토암바리 공항,BUW,WAWB
Binaka Airport,비나카 공항,GNS,WIMB
Blang Bintang Airport,발랑 빈탕 공항,BTJ,WITT
Bokondini Airport,보콘디니 공항,BUI,WAJB
Bontang Airport,본탕 공항,BXT,WALC
Brang Bidji Airport,브랑 비드지 공항,SWQ,WADS
Bubung Airport,부둥 공항,LUW,WAMW
Bulutumbang Airport,부루툼방 공항,TJQ,WIOD
Bunyu Airport,분유 공항,BYQ,WALV
Cibeureum Airport,치베레움 공항,TSY,WICM
Cut Nyak Dien Airport,쿠니약디엔 공항,MEQ,WITC
Dabo Airport,다보 공항,SIQ,WIKS
Dobo Airport,도보 공항,DOB,WAPD
Dumatubin Airport,두마투빈 공항,LUV,WAPL
Eltari Airport,엘타리 공항,KOE,WATT
Enarotali Airport,에나로타리 공항,EWI,WABT
Gamarmalamo Airport,감마르말라모 공항,GLX,WAMA
Gewayentana Airport,게와엔타나 공항,LKA,WRKL
Halim Perdanakusuma Airport,하림 페다나 쿠수마 공항,HLP,WIHH
Haliwen Airport,할리웬 공항,ABU,WATA
Hang Nadim Airport,행 다님 공항,BTH,WIDD
Hasan Airport,하산 공항,SMQ,WAOS
Hasanuddin Airport,하사누딘 공항,UPG,WAAA
Husein Sastranegara Airport,후세인 사스트라네가라 공항,BDO,WICC
Ilaga Airport,일라가 공항,ILA,WABL
Inanwatan Airport,이난와탄 공항,INX,WASI
Ipi Airport,이피 공항,ENE,WATE
Iskandar Airport,이스칸다르 공항,PKN,WAOI
Jakarta (City) Airport,자카르타 ( 시티 ) 공항,JKT,WIIX
Japura Airport,자푸라 공항,RGT,WIPR
Jefman Airport,제프먼 공항,,
Jembruwo Airport,젬부루요 공항,FOO,WABF
Juanda International Airport,주안다 국제공항,SUB,WARR
Juvai Semaring Airport,주바이 세마링 공항,LBW,WRLB
Juwata Airport,자와타 공항,TRK,WALR
Kaimana Airport,카이마나 공항,KNG,WASK
Kasiguncu Airport,카식군추 공항,PSJ,WAMP
Kebar Airport,케바르 공항,KEQ,WASE
Keluang Airport,케루앙 공항,KLQ,WIPV
Kepi Airport,케피 공항,KEI,WAKP
Kijang Airport,키쟝 공항,TNJ,WIDN
Lalos Airport,라로스 공항,TLI,WAMI
Lereh Airport,레레 공항,LHI,WAJL
Lhok Sukon Airport,록수콘 공항,LSX,WITL
Long Apung Airport,롱가풍 공항,LPU,WALP
Maimun Saleh Airport,마이문 살레 공항,SBG,WITN
Mangole Airport,망골 공항,MAL,WAPE
Mau Hau Airport,마우 하우 공항,WGP,WADW
Melangguane Airport,멜랑구안 공항,MNA,WAMN
Merdei Airport,머디 공항,RDE,WASM
Minangkabau International Airport,미낭카바우 국제공항,PDG,WIPT
Mindiptana Airport,민디프타나 공항,MDP,WAKD
Moanamani Airport,모나마니 공항,ONI,WABD
Frans Kaisiepo Airport (Mokmer Airport ),프랭크 캐시에포 공항 (목크메르 공항),BIK,WABB
Mopah Airport,모파 공항,MKQ,WAKK
Muhammad Salahuddin Airport,무하메드 사라후딘 공항,BMU,WADB
Muko Muko Airport,무코 무코 공항,MPC,WIPU
Mulia Airport,물리아 공항,LII,WAJM
Mutiara Airport,무티아라 공항,PLW,WAML
Mutiara Airport ( Komodo ),무티아라 공항  ( 코모도 ),LBJ,WATO
Nabire Airport,나비레 공항,NBX,WABI
Naha Airport,나하 공항,NAH,WAMH
Namlea Airport,남레아 공항,NAM,WAPR
Nangapinoh Airport,낭가피노 공항,NPO,WIOG
Ngloram Airport,음글로람 공항,CPF,WRSC
Ngurah Rai Airport,느구라 라이 공항,DPS,WADD
Nunukan Airport,누누칸 공항,NNX,WRLF
Okaba Airport,오카바 공항,OKQ,WAKO
Oksibil Airport,옥시빌 공항,OKL,WAJO
Padangkemiling Airport,파당케밀링 공항,BKS,WIPL
Padhameleda Airport,파드하메레다 공항,,
Pangkalpinang Airport,팡칼피낭 공항,PGK,WIPK
Pangsuma Airport,핑스마 공항,PSU,WIOP
Pattimura Airport,파티무라 공항,AMQ,WAPP
Pendopo Airport,펜도포 공항,PDO,WIPQ
Penggung Airport,펭궁 공항,CBN,WICD
Pinang Kampai Airport,피낭 캄파이 공항,DUM,WIBD
Pitu Airport,피투 공항,OTI,WAMR
Polonia International Airport,폴로니아 공항,MES,WIMM
Pondok Cabe Airport,폰독 카베 공항,PCB,WIPC
Primapun Airport,프라이머푼 공항,,WQKN
Radin Inten II Airport ( Branti ),라딘 인텐 II 공항  ( 브란티 ),TKG,WICT
Rahadi Usman Airport,라하디 우스만 공항,KTG,WIOK
Ranai Airport,라나이 공항,NTX,WION
Rendani Airport,렌다리 공항,MKW,WASR
Rokot Airport,로콧 공항,RKI,WIPP
Sam Ratulangi International Airport,삼 라투라기 국제공항,MDC,WAMM
Sanana Airport,산나나 공항,SQN,WAPN
Santan Airport,상탄 공항,TSX,WRLT
Satartacik Airport,사타르타치크 공항,RTG,WRKG
Saumlaki Airport,사움라키 공항,SXK,WAPI
Selaparang Airport,셀라파랑 공항,,
Senggeh Airport,셍게 공항,SEH,WAJS
Sentani Airport,센터리 공항,DJJ,WAJJ
Sepinggan International Airport,세펭간 국제공항,BPN,WALL
Kotabaru Airport,세타겐 공항,KBU,WRBK
Simpang Tiga Airport ( Sultan Syarif Kasim II ),심팡 티가 공항  ( 술탄 샤리프 카심 II ),PKU,WIBB
Syamsudin Noor Airport,시암수딘 누어 공항,BDJ,WAOO
Soekarno-Hatta International Airport,소엑카르노 하타 국제공항,CGK,WIII
Soroako Airport,소로아코 공항,SQR,WAAS
Sugimanuru Airport,수기마누루 공항,RAQ,WAWR
Sultan Mahmud Badaruddin II Airport,술탄 무하무드 바다루딘 II 공항,PLM,WIPP
Sultan Taha Syarifudin Airport,술탄 나야 시아리푸딘 공항,DJB,WIPA
Tanjung Balai Airport,순자이 바티 공항,TJB,WIBT
Supadio Airport,수팔디오 공항,PNK,WIOO
Susilo Airport,수슬리오 공항,SQG,WIOS
Taliabu Airport,탈리아부 공항,TAX,WAPT
Tambolaka Airport,탐볼라카 공항,TMC,WADT
Tampa Padang Airport,탐파 파당 공항,MJU,WAWJ
Tanah Grogot Airport ( I. Bar-Yehuda Airfield ),타나그로곳 공항  ( I. 바 요후다 에어필드 ),TNB,WRLH
Tanah Merah Airport,타나메라 공항,TMH,WAKT
Tembagapura Airport,템바가푸라 공항,TIM,WABP
Teminabuan Airport,터미나부안 공항,TXM,WAST
Temindung Airport,테민둥 공항,SRI,WALS
Teuku Cut Ali Airport,테우쿠 쿠딸리 공항,TPK,WITA
Tjilik Riwut Airport ( Panarung ),티지크 리우트 공항  ( 파나룽 ),PKY,WAOP
Tolotio Airport,톨로티오 공항,GTO,WAMG
Torea Airport,토레아 공항,FKQ,WASF
Trunojoyo Airport,트르노조요 공항,SUP,WRST
Tunggul Wulung Airport,퉁굴 울룽 공항,CXP,WIHL
Wagethe Airport,웨이자테 공항,WET,WABG
Waioti Airport,와이오티 공항,MOF,WRKC
Wamena Airport,와미나 공항,WMX,WAJW
Waris Airport,웨어리스 공항,WAR,WAJR
Warukin Airport,와루킨 공항,TJS,WRBN
Wasior Airport,와져 공항,WSR,WASW
Wolter Monginsidi Airport,월터 몽긴시디 공항,KDI,WAWW
Aguni Airport,아구니 공항,AGJ,RORA
Akita Airport,아키타 공항,AXT,RJSK
Amakusa Airport,아마쿠사 공항,,RJDA
Amami Airport,아마미 공항,ASJ,RJKA
Aomori Airport,아오모리 공항,AOJ,RJSA
Asahikawa Airport,아사히카와 공항,AKJ,RJEC
Chitose Air Base,치토세 공군기지,,RJCJ
Chitose Airport,치토세 공항,CTS,RJCC
Chofu Airport,쵸후 공항,,RJTF
Chubu Centrair International Airport ( Central Japan ),주부 센트에어 국제공항  ( 센트럴 저팬 ),NGO,RJGG
Fukui Airport,후쿠이 공항,FKJ,RJNF
Fukuoka Airport,후쿠오카 공항,FUK,RJFF
Fukushima Airport,후쿠시마 공항,FKS,RJSF
Goto-Fukue Airport,고토 후쿠에 공항,FUJ,RJFE
Hachijojima Airport,하치조이지마 공항,HAC,RJTH
Hakodate Airport,하코다테 공항,HKD,RJCH
Hanamaki Airport,하나마키 공항,HNA,RJSI
Tokyo International Airport (Haneda Airport),동경국제공항 (하네다 공항),HND,RJTT
Hateruma Airport,하테루마 공항,HTR,RORH
Hirara Airport,히라라 공항,MMY,ROMY
Hiroshima International Airport,히로시마 국제공항,HIJ,RJOA
Hiroshima-Nishi Airport,히로시마 니시 공항,HIW,RJBH
Hokkaido Airport,홋카이도 공항,WKJ,RJCW
Hyakuri Airport (under construction),히야쿠리 공항,IBR,RJAH
Iejima Airport,레지마 공항,IEJ,RORE
Iki Airport,이키 공항,IKI,RJDB
Ishigaki Airport,이시가키 공항,ISG,ROIG
Itami Airport,이타미 공항,ITM,RJOO
Iwami Airport,이와미 공항,IWJ,RJOW
Izumo Airport,이즈모 공항,IZO,RJOC
Junmachi Airport,준마치 공항,GAJ,RJSC
Kagoshima Airport,가고시마 공항,KOJ,RJFK
Kamigoto Airport,가미고토 공항,,RJDK
Kansai International Airport,간사이 국제공항,KIX,RJBB
Katsuminome Airport,가츠미노메 공항,,RJSU
Kerama Airport,케라마 공항,KJP,ROKR
Kikai Airport,키카이 공항,KKX,RJKI
Kisarazu Auxiliary Landing Field,키사라즈 보조착륙장,,RJTK
Kita-Daito Airport,기카 다이토 공항,KTD,RORK
Kobe Airport,고베 공항,UKB,RJBE
Kochi Airport,고치 공항,KCZ,RJOK
Kokura Airport,고쿠라 공항,KKJ,RJFR
Komaki Airport,코마키 공항,NKM,RJNA
Komatsu Airport,코마쓰 공항,KMQ,RJNK
Kozushima Airport,코츄시마 공항,,RJAZ
Kumamoto Airport,구마모토 공항,KMJ,RJFT
Kumejima Airport,큐메지마 공항,UEO,ROKJ
Kushiro Airport,쿠시로 공항,KUH,RJCK
Maridor Airport,마리도 공항,MMD,ROMD
Matsumoto Airport,마츠모토 공항,MMJ,RJAF
Matsuyama Airport,마츠야마 /마쯔야마 공항,MYJ,RJOM
Memanbetsu Airport,메만베쓰 /메만베쯔 공항,MMB,RJCM
Miho Airport,미호 공항,YGJ,RJOH
Misawa Air Base / Misawa Airport,미사와 공항,MSJ,RJSM
Miyakejima Airport,미아케지마 공항,MYE,RJTQ
Miyazaki Airport,미야자키 공항,KMI,RJFM
Monbetsu Airport,몬베쓰 (몬베츠) 공항,MBE,RJEB
Nagasaki Airport,나가사키 공항,NGS,RJFU
Naha Airport,나하 공항,OKA,ROAH
Nakashibetsu Airport,나가시베쓰 공항,SHB,RJCN
Nanki-Shirahama Airport,난키 시라하마 공항,SHM,RJBD
Narita Airport,나리타 공항,NRT,RJAA
Naval Air Facility Atsugi,아쓰기 해군에어베이스,NJA,RJTA
Niigata Airport,니가타 /키가타 공항,KIJ,RJSN
Niijima Airport,니이지마 공항,,RJAN
Noto Airport,노토 공항,NTQ,RJNW
Obihiro Airport,오비히로 공항,OBO,RJCB
Odate-Noshiro Airport,오다테 노시로 공항,ONJ,RJSR
Oita Airport,오이타 공항,OIT,RJFO
Oitakenou Airport,오아타케노우 공항,,ROIT
Ojika Airport,오지카 공항,,RJDO
Okadama Airport,오카다마 공항,OKD,RJCO
Okayama Airport,오카야마 /오까야마 공항,OKJ,RJOB
Oki Airport,오키 공항,OKI,RJNO
Okinoerabu Airport,오키노에라부 공항,OKE,RJKB
Okushiri Airport,오쿠시리 공항,OIR,RJEO
Oshima Airport,오시마 공항,OIM,RJTO
Rebun Airport,레분 공항,,RJCR
Rishiri Airport,리시리 공항,RIS,RJER
Sado Airport,사도 공항,SDS,RJSD
Saga Airport,사가 공항,HSG,RJFS
Sendai Airport,센다이 공항,SDJ,RJSS
Shimojishima Airport,시모지시마 공항,SHI,RORS
Shonai Airport,쇼나이 공항,SYO,RJSY
Tajima Airport,타지마 공항,TJH,RJBT
Takamatsu Airport,다카마쓰 공항,TAK,RJOT
Tanegashima Airport,다네가시마  공항,TNE,RJFG
Tarama Airport,타라마 공항,TRA,RORT
Tokunoshima Airport,도쿠노시마 공항,TKN,RJKN
Tokushima Airport,토쿠시마 공항,TKS,RJOS
Tottori Airport,돗토리 /도토리 공항,TTJ,RJOR
Toyama Airport,토하마 /토이아마 공항,TOY,RJNT
Tsushima Airport,쓰시마 /츠시마 공항,TSJ,RJDT
Yakushima Airport,야쿠시마 공항,KUM,RJFC
Yamaguchi Ube Airport,야마구치 우베 공항,UBJ,RJDC
Yao Airport,야오 공항,,RJOY
Yokota Air Base,요코타 에어베이스,OKO,RJTY
Yonaguni Airport,요나구미 공항,OGN,ROYN
Yoron Airport,요룬 공항,RNJ,RORY
Aktau Airport,악카우 공항,SCO,UATE
Aktyubinsk Airport,악튜빈스크 공항,AKX,UATT
Almaty Airport,알마티 공항,ALA,UAAA
Arkalyk Airport,아르칼릭 공항,AYK,UAUR
Astana International Airport,아스타나 국제공항,TSE,UACC
Atyrau Airport,아티라우 공항,GUW,UATG
Balkhash Airport,발하슈 공항,BXH,UAAX
Karaganda Airport,카라간다 공항,KGF,UAKK
Kzyl-Orda Airport,크질오르다 공항,KZO,UAOO
Narimanovka Airport,나리마노프스카 공항,KSN,UAUU
Pavlodar Airport,파블로다르 공항,PWQ,UASP
Semipalatinsk Airport,세미팔라틴스크 공항,PLX,UASS
Shymkent Airport,쉬미르켄트 공항,CIT,UAII
Taraz Airport,타라즈 공항,DMB,UADD
Uralsk Airport,오랄 공항,URA,UARR
Ust Kamenogorsk Airport,우스트 카메노고르스크 공항,UKK,UA  
Zhezkazgan Airport,제즈카즈간 공항,DZN,UAKD
Abaiang Airport,아바이앙 공항,ABF,NGAB
Abemama Airport,아베마마 공항,AEA,NGTB
Aranuka Airport,아라누카 공항,AAK,NGUK
Arorae Island Airport,아로래 아일랜드 공항,AIS,NGTR
Beru Island Airport,베루아일랜드 공항,BEZ,NGBR
Bonriki International Airport,본리키 국제공항,TRW,NGTA
Butaritari Airport,부타리타리 공항,BBG,NGTU
Canton Airfield,캔톤 에어필드,CIS,PCIS
Cassidy International Airport,캐시디 국제공항,CXI,PLCH
Kuria Airport,쿠리아 공항,KUC,NGKT
Maiana Airport,마이아나 공항,MNK,NGMA
Makin Airport,마킨 공항,MTK,NGMN
Marakei Airport,마라케이 공항,MZK,NGMK
Nikunau Airport,니쿠나우 공항,NIG,NGNU
Nonouti Airport,노누티 공항,NON,NGTO
Onotoa Airport,오노토아 공항,OOT,NGON
Tabiteuea North Airport,타비투아노스 공항,TBF,NGTE
Tabiteuea South Airport,타비투아사우스 공항,TSU,NGTS
Tamana Airport,타마나 공항,TMN,NGTM
Kant Airport,칸트 공항,,UAFW
Manas International Airport,만사스 국제공항,FRU,UAFM
Osh Airport,오쉬 공항,OSS,UAFO
Tamchy Airport,탐치 공항,,UAFL
Attopeu Airport,아토푸 공항,AOU,VLAP
Ban Huoeisay Airport (Ban Houei Sai/Ban Houay Xay),반 핫 사이 공항,HOI,VLHS
Khong Airport,콩 공항,KOG,VLKG
Luang Namtha Airport,루앙남다 공항,LXG,VLLN
Luang Prabang International Airport,루앙프라방 국제공항,LPQ,VLLB
Oudomsay Airport,우돔싸이 공항,ODY,VLOS
Pakse Airport,팍스 공항,PKZ,VLPS
Sam Neua Airport,샘누아 공항,NEU,VLSN
Saravane Airport,사라바네 공항,VNA,VLSV
Savannakhet Airport,사반나케트 공항,ZVK,VLSK
Sayaboury Airport,싸야보리 공항,ZBY,VLSB
Thakhek Airport,탁헥 공항,THK,VLTK
Vientiane Airport,비엔티안 공항,LVT,VLAO
Wattay International Airport,와타이 공항,VTE,VLVT
Xieng Khouang Airport,샹 쾅 공항,XKH,VLXK
Macao International Airport,마카오 국제공항,MFM,VMMC
Bakelalan Airport,바카라란 공항,BKM,WBGQ
Bario Sarawak Airport,바리오 사라왁 공항,BBN,WBGZ
Batu Berendum Airport,바투 베렌둠 공항,MKZ,WMKM
Belaga Airport,베라가 공항,BLG,WBGC
Bintulu Airport,빈툴루 공항,BTU,WBGB
Butterworth RMAF,버터워스 RMAF,BWH,WMKB
Gong Kedak Airport,공 케닥 공항,,WMGK
Kapit Airport,카핏 공항,KPI,WBGP
Keningau Airport,케닝가우 공항,KGU,WBKG
Kerteh Airport,케르테 공항,KTE,WMKE
Kluang Airport,켈루앙 공항,,WMAP
Kota Kinabalu International Airport,코타키나발루 국제공항,BKI,WBKK
Kuala Lumpur International Airport,콸라룸푸르 국제공항,KUL,WMKK
Kuantan Airport,콴탄 공항,KUA,WMKD
Kuching International Airport,쿠칭 국제공항,KCH,WBGG
Kudat Airport,쿠다트 공항,KUD,WBKT
Labuan Airport,라부앙 공항,LBU,WBKL
Lahad Datu Airport,라하드다투 공항,LDU,WBKD
Langkawi Airport,랑카위 공항,LGK,WMKL
Lawas Airport,라와스 공항,LWY,WBGW
Limbang Airport,림방 공항,LMN,WBGJ
Long Pasia Airport,롱파시아 공항,GSA,WBKN
Long Seridan Airport,롱세리단 공항,ODN,WBGI
Marudi Airport,마루디 공항,MUR,WBGM
Mersing Airport,메르싱 공항,MEP,WMAU
Miri Airport,미리 공항,MYY,WBGR
Mukah Airport,무카 공항,MKM,WBGK
Mulu Airport,무루 공항,MZV,WBMU
Pamol Airport,파몰 공항,PAY,WBKP
Penang International Airport,페낭 국제공항,PEN,WMKP
Pengkalan Chepa Airport,펭칼란 체파 공항,KBR,WMKC
Pulau Redang Airport,팔라우 르당 공항,RDN,WMPR
Ranau Airport,라나우 공항,RNU,WBKR
Sahabat Airport,사하밧 공항,SXS,WBKH
Sandakan Airport,산다칸 공항,SDK,WBKS
Sematan Airport,세마탄 공항,BSE,WBGN
Semporna Airport,셈포나 공항,SMM,WBKA
Sepulot Airport,세푸랏 공항,SPE,WBKO
Sibu Airport,시부 공항,SBW,WBGS
Simanggang Airport,시만강 공항,SGG,WBGY
Sitiawan Airport,시티아완 공항,SWY,WMBA
Sultan Abdul Aziz Shah Airport,술탄 압둘 아지즈 샤 공항,SZB,WMSA
Sultan Abdul Halim Airport,술탄 압둘 하림 공항,AOR,WMKA
